ID,Name,Exercise type,BodyPart,Equipment,Gender,Target,Synergist,Type,Regions,category
1323,Cable Rope Seated Row,Strength,Back,Row Machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",,,strength
1325,Cable Wide Grip Behind Neck Pulldown,Strength,Back,Cable,Male,Latissimus Dorsi,"Teres Major, Trapezius Lower Fibers",,,strength
1326,Chin-Up,Strength,Back,Pull up Bar,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers",,,strength
1327,Close Grip Chin-Up,Strength,Back,Body weight,Male,,,,,strength
1328,Dumbbell Lying Rear Delt Row,Strength,Back,Dumbbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",,,strength
1329,Dumbbell Palm Rotational Bent Over Row,Strength,Back,Dumbbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",,,strength
1332,Exercise Ball Alternating Arm Ups,Strength,Back,Stability ball,Male,Latissimus Dorsi,"Deltoid Posterior, Obliques",,,strength
1339,Exercise Ball Lat Stretch,Stretching,Back,Stability ball,Male,Latissimus Dorsi,,,,mobility
1342,Exercise Ball Lying Side Lat Stretch,Stretching,Back,Stability ball,Male,Latissimus Dorsi,"Deltoid Posterior, Obliques",,,mobility
1344,EZ Barbell Reverse Grip Bent Over Row,Strength,Back,EZ Barbell,Male,,,,,strength
1345,Kettlebell Two Arm Row,Strength,Back,Kettlebell,Male,,,,,strength
1346,Kneeling Lat Stretch,Stretching,Back,Body weight,Male,,,,,mobility
1347,Lever One Arm Lateral Wide Pulldown (plate loaded),Strength,Back,Leverage machine,Male,,,,,strength
1349,Lever Reverse T-Bar Row,Strength,Back,Leverage machine,Male,,,,,strength
1350,Lever Seated Row,Strength,Back,Row Machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",,,strength
1353,Medicine Ball Catch and Overhead Throw,Strength,Back,Medicine Ball,Male,,,,,strength
1354,Medicine Ball Overhead Slam,Strength,Back,Medicine Ball,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Deltoid Anterior, Pectoralis Major Clavicular Head, Rectus Abdominis",,,strength
1356,Lever One Arm Lateral High Row,Strength,Back,Leverage machine,Male,,,,,strength
1357,One Handed Hang Stretch,Stretching,Back,Body weight,Male,,,,,mobility
1359,Smith Bent Over Row,Strength,Back,Smith machine,Male,,,,,strength
1362,Sphinx pose,Strength,Back,Body weight,Male,,,,,strength
1363,Spine Stretch,Stretching,Back,Body weight,Male,Erector Spinae,,,,mobility
1364,Standing Pelvic Tilt,Stretching,Back,Body weight,Male,,,,,strength
1367,Wide Grip Rear Pull-Up,Strength,Back,Body weight,Male,,,,,strength
1368,Ankle Circles,Strength,Calves,Body weight,Male,"Gastrocnemius, Soleus, Tibialis Anterior",,,,strength
1369,Band Two Legs Calf Raise - (Band under both legs) VERSION 2,Strength,Calves,Band,Male,,,,,strength
1370,Barbell Floor Calf Raise,Strength,Calves,Barbell,Male,,,,,strength
1372,Barbell Standing Calf Raise,Strength,Calves,Barbell,Male,Gastrocnemius,Soleus,,,strength
1373,Bodyweight Standing Calf Raise,Strength,Calves,Body weight,Male,,,,,strength
1376,Cable Standing One Leg Calf Raise,Strength,Calves,Cable,Male,,,,,strength
1377,Calf Stretch With Hands Against Wall,Stretching,Calves,Body weight,Male,,,,,mobility
1378,Calf Stretch with Rope,Stretching,Calves,Rope,Male,,,,,mobility
1379,Dumbbell Seated Calf Raise,Strength,Calves,Dumbbell,Male,,,,,strength
1380,Dumbbell Seated One Leg Calf Raise - Hammer Grip,Strength,Calves,Dumbbell,Male,Gastrocnemius,Soleus,,,strength
1383,Hack Calf Raise,Strength,Calves,Calf Raise Machine,Male,Gastrocnemius,Soleus,,,strength
1385,Lever Seated Squat Calf Raise on Leg Press Machine,Strength,Thighs,Leverage machine,Male,,,,,strength
1386,One Leg Donkey Calf Raise,Strength,Calves,Body weight,Male,,,,,strength
1387,One Leg Floor Calf Raise,Strength,Calves,Body weight,Male,Gastrocnemius,Soleus,,,strength
1388,Peroneals Stretch,Stretching,Calves,Rope,Male,Gastrocnemius,Soleus,,,mobility
1390,Seated Calf Stretch,Stretching,Calves,Body weight,Male,"Gastrocnemius, Splenius, Tibialis Anterior",,,,mobility
1391,Sled Calf Press On Leg Press,Strength,Calves,Leg Press,Male,Gastrocnemius,Soleus,,,strength
1393,Smith One Leg Floor Calf Raise,Strength,Calves,Smith machine,Male,,,,,strength
1394,Smith Reverse Calf Raises,Strength,Calves,Smith machine,Male,,,,,strength
1398,Standing Gastrocnemius Calf Stretch,Stretching,Calves,Body weight,Male,,,,,mobility
1399,Bench dip on floor,Strength,Upper Arms,Body weight,Male,,,,,strength
1403,Neck Side Stretch,Stretching,Neck,Body weight,Male,,,,,mobility
1405,Back Pec Stretch,Stretching,"Back, Chest",Body weight,Male,,,,,mobility
1407,Calf Push Stretch With Hands Against Wall,Stretching,Calves,Body weight,Male,,,,,mobility
1410,Barbell Lateral Lunge,Strength,Thighs,Barbell,Male,,,,,strength
1411,Barbell Palms Down Wrist Curl Over A Bench,Strength,Forearms,Barbell,Male,Wrist Extensors,,,,strength
1412,Barbell Palms Up Wrist Curl Over A Bench,Strength,Forearms,Barbell,Male,Wrist Flexors,,,,strength
1413,Cable Reverse One Arm Curl,Strength,Forearms,Cable,Male,Brachioradialis,"Biceps Brachii, Brachialis",,,strength
1414,Dumbbell One Arm Reverse Preacher Curl,Strength,Forearms,Dumbbell,Male,Brachioradialis,"Biceps Brachii, Brachialis",,,strength
1415,Dumbbell One Arm Seated Neutral Wrist Curl,Strength,Forearms,Dumbbell,Male,Wrist Extensors,,,,strength
1417,Exercise Ball One Legged Diagonal Kick Hamstring Curl,Strength,Hips,Stability ball,Male,,,,,strength
1419,Iron Cross Stretch,Stretching,Hips,Body weight,Male,,,,,mobility
1422,Pelvic Tilt Into Bridge,Stretching,Hips,Body weight,Male,,,,,strength
1423,Reverse Hyper on Flat Bench,Strength,Hips,Body weight,Male,Gluteus Maximus,Hamstrings,,,strength
1424,Seated Glute Stretch,Stretching,Hips,Body weight,Male,,,,,mobility
1425,Sled 45 degrees One Leg Press,Strength,Hips,Leg Press,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",,,strength
1428,Wrist Circles,Strength,Forearms,Body weight,Male,"Wrist Extensors, Wrist Flexors",,,,strength
1429,Wide Grip Pull-Up,Strength,Back,Pull up Bar,Male,Latissimus Dorsi,"Biceps Brachii, Brachialis, Brachioradialis, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers",,,strength
1430,Chest Dip (on dip pull-up cage),Strength,Chest,Body weight,Male,,,,,strength
1431,Lever Assisted Standing Chin-up,Strength,Back,Leverage machine,Male,,,,,strength
1433,Smith Front Squat (Clean Grip),Strength,Thighs,Smith machine,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",,,strength
1434,Smith Low Bar Squat,Strength,"Hips, Thighs",Smith machine,Male,,,,,strength
1435,Barbell Low Bar Squat,Strength,Thighs,Barbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",,,strength
1436,Barbell High Bar Squat,Strength,Thighs,Barbell,Male,,,,,strength
1437,Dumbbell finger curls,Strength,Forearms,Dumbbell,Male,,,,,strength
1438,Kettlebell Seated Two Arm Military Press,Strength,Shoulders,Kettlebell,Male,,,,,strength
1446,Barbell Zercher Squat Hold Isometric,Stretching,Thighs,Barbell,Male,"Adductor Magnus, Gluteus Maximus, Quadriceps",,,,mobility
1451,Lever Seated Dip,Strength,Upper Arms,Leverage machine,Male,,,,,strength
1452,Lever Seated Crunch,Strength,Waist,Leverage machine,Male,,,,,strength
1453,Lever Seated Twist,Strength,Waist,Leverage machine,Male,Obliques,,,,strength
1454,Lever Seated Shoulder Press,Strength,Shoulders,Shoulder Press Machine,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii",,,strength
1456,Barbell Standing Close Grip Military Press,Strength,Shoulders,Barbell,Male,"Deltoid Anterior, Triceps Brachii","Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior",,,strength
1457,Barbell Standing Wide Military Press,Strength,Shoulders,Barbell,Male,Deltoid Anterior,"Deltoid Lateral, Serratus Anterior, Triceps Brachii",,,strength
1458,EZ Barbell Seated Curls,Strength,Upper Arms,EZ Barbell,Male,,,,,strength
1459,Dumbbell Romanian Deadlift,Strength,Hips,Dumbbell,Male,"Gluteus Maximus, Hamstrings","Quadriceps, Soleus",,,strength
1460,Walking Lunge,Aerobic,Hips,Body weight,Male,,,,,strength
1461,Barbell Full Squat (Back POV),Strength,Thighs,Barbell,Male,,,,,strength
1462,Barbell Full Squat (Side POV),Strength,Thighs,Barbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",,,strength
1463,Sled 45 degrees Leg Press (Side POV),Strength,Thighs,Sled machine,Male,,,,,strength
1464,Sled 45 degrees Leg Press (Back POV),Strength,Thighs,Sled machine,Male,,,,,strength
1466,Twist Hip Lift,Strength,Hips,Body weight,Male,,,,,strength
1467,Push-up on Forearms,Strength,Upper Arms,Body weight,Male,,,,,strength
1468,Crab Twist Toe Touch,Strength,Waist,Body weight,Male,,,,,strength
1471,Inchworm,Strength,Waist,Body weight,Male,"Deltoid Anterior, Obliques, Rectus Abdominis, Triceps Brachii","Adductor Magnus, Gluteus Maximus, Hamstrings, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Quadriceps, Serratus Anterior, Trapezius Lower Fibers, Trapezius Middle Fibers, Trapezius Upper Fibers, Wrist Extensors, Wrist Flexors",,,strength
1476,One Leg Squat,Strength,Hips,Body weight,Male,,,,,strength
1479,Lever Incline Chest Press (versions 2),Strength,Chest,Leverage machine,Male,,,,,strength
1481,Bow Yoga Pose,Stretching,Hips,Body weight,Male,,,,,mobility
1482,Cobra Yoga Pose,Stretching,Waist,Body weight,Male,Rectus Abdominis,"Erector Spinae, Gluteus Maximus, Hamstrings",,,mobility
1488,Shoulder Stretch Behind the Back,Stretching,Shoulders,Body weight,Male,,,,,mobility
1489,Sissy Squat Bodyweight,Strength,Thighs,Body weight,Male,,,,,strength
1490,Standing Calf Raise (On a staircase),Strength,Calves,Body weight,Male,Gastrocnemius,Soleus,,,strength
1491,Supine Spinal Twist Yoga Pose,Stretching,Hips,Body weight,Male,,,,,mobility
1493,Wheel Pose Yoga Pose,Stretching,Waist,Body weight,Male,,,,,mobility
1494,Butterfly Yoga Pose,Stretching,Thighs,Body weight,Male,"Brachialis, Sartorius","Adductor Brevis, Adductor Longus, Adductor Magnus, Biceps Brachii, Pectineous",,,mobility
1495,Oblique Crunch,Strength,Waist,Body weight,Male,Obliques,Rectus Abdominis,,,strength
1498,Band Decline Sit-up,Strength,Hips,Band,Male,Iliopsoas,"Quadriceps, Serratus Anterior, Tensor Fasciae Latae",,,strength
1499,Band Behind Neck Shoulder Press,Strength,Shoulders,Band,Male,,,,,strength
1500,Band Upright Row (Under two feet),Strength,Shoulders,Band,Male,Deltoid Lateral,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Serratus Anterior, Trapezius Lower Fibers, Trapezius Middle Fibers",,,strength
1502,Band Pushdown (Male),Strength,Upper Arms,Band,Male,,,,,strength
1503,Band Pull Apart,Strength,Shoulders,Band,Male,,,,,strength
1504,Band Skull Crusher,Strength,Upper Arms,Band,Male,,,,,strength
1507,Band Hip Flexion,Strength,Hips,Band,Male,,,,,strength
1508,Band Lateral Raise,Strength,Shoulders,Band,Male,Deltoid Lateral,"Deltoid Anterior, Serratus Anterior",,,strength
1509,Barbell Weighted Chains Bench Squat (male),Strength,Thighs,Barbell,Male,,,,,strength
1511,Hamstring Stretch,Stretching,Thighs,Body weight,Male,,,,,mobility
1512,All Fours Squad Stretch,Stretching,Thighs,Body weight,Male,,,,,mobility
1513,Band Good Morning,Strength,Hips,Band,Male,,,,,strength
1514,Barbell Quarter Squat,Strength,Thighs,Barbell,Male,,,,,strength
1515,Barbell Clean Deadlift,Strength,Thighs,Barbell,Male,,,,,strength
1517,Barbell Clean Pull,Strength,Weightlifting,Barbell,Male,,,,,strength
1520,Barbell Hang Clean,Strength,Weightlifting,Barbell,Male,,,,,strength
1521,Barbell Hang Clean Below the Knees,Strength,Weightlifting,Barbell,Male,,,,,strength
1522,Barbell Hang Snatch,Strength,Weightlifting,Barbell,Male,"Adductor Magnus, Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Deltoid Lateral, Gastrocnemius, Gluteus Maximus, Hamstrings, Pectoralis Major Clavicular Head, Quadriceps, Serratus Anterior, Soleus",,,,strength
1523,Barbell Hang Snatch Below the Knees,Strength,Weightlifting,Barbell,Male,,,,,strength
1527,Barbell Olympic Squat,Strength,Thighs,Barbell,Male,,,,,strength
1528,Barbell Power Clean from Blocks,Strength,Weightlifting,Barbell,Male,"Adductor Magnus, Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Deltoid Lateral, Gastrocnemius, Hamstrings, Pectoralis Major Clavicular Head, Quadriceps, Serratus Anterior, Soleus",,,,strength
1529,Barbell Power Jerk,Strength,Weightlifting,Barbell,Male,"Adductor Magnus, Deltoid Anterior, Deltoid Lateral, Gastrocnemius, Gluteus Maximus, Hamstrings, Pectoralis Major Clavicular Head, Quadriceps, Soleus, Triceps Brachii",,,,strength
1530,Barbell Power Snatch,Strength,Weightlifting,Barbell,Male,"Adductor Magnus, Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Deltoid Lateral, Gastrocnemius, Hamstrings, Pectoralis Major Clavicular Head, Quadriceps, Serratus Anterior, Soleus",,,,strength
1531,Barbell Power Snatch From Blocks,Strength,Weightlifting,Barbell,Male,,,,,strength
1533,Barbell Snatch,Strength,Weightlifting,Barbell,Male,"Adductor Magnus, Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Deltoid Lateral, Gluteus Maximus, Hamstrings, Pectoralis Major Clavicular Head, Quadriceps, Soleus, Triceps Brachii",,,,strength
1534,Barbell Snatch Balance,Strength,Weightlifting,Barbell,Male,"Adductor Magnus, Deltoid Anterior, Deltoid Lateral, Gluteus Maximus, Hamstrings, Quadriceps, Serratus Anterior, Triceps Brachii",,,,strength
1535,Barbell Snatch Deadlift,Strength,Thighs,Barbell,Male,,,,,strength
1536,Barbell Snatch from Blocks,Strength,Weightlifting,Barbell,Male,"Adductor Magnus, Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Deltoid Lateral, Gluteus Maximus, Hamstrings, Quadriceps, Serratus Anterior, Triceps Brachii",,,,strength
1537,Barbell Split Clean,Strength,Weightlifting,Barbell,Male,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Deltoid Lateral, Gastrocnemius, Gluteus Maximus, Hamstrings, Pectoralis Major Clavicular Head, Quadriceps, Serratus Anterior, Soleus",,,,strength
1538,Barbell Split Jerk,Strength,Weightlifting,Barbell,Male,,,,,strength
1542,Barbell Stiff Leg Deadlift on Bench,Strength,Hips,Barbell,Male,,,,,strength
1543,Barbell Stiff Legged Deadlift,Strength,Hips,Barbell,Male,,,,,strength
1545,Barbell full Zercher Squat,Strength,Thighs,Barbell,Male,,,,,strength
1546,Bodyweight Wall Squat,Strength,Thighs,Body weight,Male,,,,,strength
1547,Cable Standing Leg Curl,Strength,Thighs,Cable,Male,,,,,strength
1552,Dumbbell Jumping Squat,Aerobic,Plyometrics,Dumbbell,Male,,,,,strength
1555,Dumbbell Squat,Strength,Thighs,Dumbbell,Male,,,,,strength
1557,Dumbbell Walking Lunges,Aerobic,Thighs,Dumbbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",,,cardio
1562,Exercise Ball Wall Squat,Strength,Thighs,Body weight,Male,,,,,strength
1564,Intermediate Hip Flexor and Quad Stretch,Stretching,Thighs,Rope,Male,Quadriceps,,,,mobility
1566,Kettlebell One Arm Overhead Squat,Strength,Thighs,Kettlebell,Male,,,,,strength
1568,Kettlebell One Arm Swing,Strength,Weightlifting,Kettlebell,Male,"Deltoid Anterior, Gluteus Maximus, Hamstrings","Adductor Magnus, Deltoid Lateral, Pectoralis Major Clavicular Head, Quadriceps, Serratus Anterior, Soleus",,,strength
1569,Kettlebell One Legged Deadlift,Strength,Hips,Kettlebell,Male,,,,,strength
1570,Knee Tuck Jump,Aerobic,Plyometrics,Body weight,Male,,,,,strength
1571,Lever One Leg Extension,Strength,Thighs,Leverage machine,Male,,,,,strength
1575,Sled Narrow Stance Leg Press,Strength,Thighs,Sled machine,Male,,,,,strength
1578,One Leg Quarter Squat,Strength,Thighs,Body weight,Male,,,,,strength
1579,Sled One Leg Hack Squat,Strength,Thighs,Hack Squat Machine,Male,,,,,strength
1581,Bodyweight Rear Lunge,Strength,"Hips, Thighs",Body weight,Male,,,,,strength
1583,Sled Reverse Hack Squat,Strength,Thighs,Sled machine,Male,,,,,strength
1585,Runners Stretch,Stretching,"Calves, Thighs",Body weight,Male,,,,,mobility
1586,Lever Seated One Leg Curl,Strength,Thighs,Leverage machine,Male,,,,,strength
1587,Seated Wide Angle Pose Sequence,Stretching,Hips,Body weight,Male,,,,,strength
1590,Lever Lying Single Leg Curl,Strength,Thighs,Leverage machine,Male,,,,,strength
1591,Single Leg Push Off,Strength,Thighs,Body weight,Male,,,,,strength
1592,Single Leg Stride Jump,Aerobic,Plyometrics,Body weight,Male,,,,,strength
1595,Smith Front Squat,Strength,Thighs,Smith machine,Male,,,,,strength
1596,Smith Squat to Bench,Strength,Thighs,Smith machine,Male,,,,,strength
1597,Smith Stiff Legged Deadlift,Strength,Hips,Smith machine,Male,,,,,strength
1598,Smith Zercher Squat,Strength,Thighs,Smith machine,Male,,,,,strength
1599,Standing Hamstring and Calf Stretch with Starp,Stretching,"Calves, Thighs",Body weight,Male,,,,,mobility
1600,Standing Long Jump,Aerobic,Plyometrics,Body weight,Male,,,,,cardio
1603,Weighted Exercise Ball Wall Squat,Strength,Thighs,Weighted,Male,,,,,strength
1605,Cable Triceps Pushdown (SZ bar),Strength,Upper Arms,Cable,Male,,,,,strength
1606,Cable Reverse Grip Triceps Pushdown (SZ-bar),Strength,Upper Arms,Cable,Male,Triceps Brachii,,,,strength
1607,Cable Biceps Curl (SZ-bar),Strength,Upper Arms,Cable,Male,Biceps Brachii,"Brachialis, Brachioradialis",,,strength
1608,Cable Standing Reverse Curl (SZ bar),Strength,Upper Arms,Cable,Male,,,,,strength
1609,Cable One Arm Side Triceps Pushdown,Strength,Upper Arms,Cable,Male,Triceps Brachii,,,,strength
1610,Barbell Behind Back Finger Curl,Strength,Forearms,Barbell,Male,,,,,strength
1611,Dumbbell Behind Back Finger Curl,Strength,Forearms,Dumbbell,Male,Wrist Flexors,,,,strength
1614,Lever Preacher Curl (version 2),Strength,Upper Arms,Leverage machine,Male,,,,,strength
1615,Lever Hammer Grip Preacher Curl,Strength,Upper Arms,Leverage machine,Male,,,,,strength
1617,Dumbbell Decline One Arm Hammer Press,Strength,Upper Arms,Dumbbell,Male,,,,,strength
1619,Dumbbell Incline One Arm Hammer Press,Strength,Upper Arms,Dumbbell,Male,,,,,strength
1623,Dumbbell Palms In Incline Bench Press,Strength,Upper Arms,Incline Bench,Male,Pectoralis Major Clavicular Head,"Deltoid Anterior, Pectoralis Major Sternal Head, Triceps Brachii",,,strength
1624,Dumbbell Reverse Bench Press,Strength,Chest,Dumbbell,Male,,,,,strength
1627,EZ Barbell Close Grip Preacher Curl,Strength,Upper Arms,EZ Barbell,Male,,,,,strength
1628,EZ Barbell Spider Curl,Strength,Upper Arms,EZ Barbell,Male,,,,,strength
1629,Barbell Standing Wide Grip Biceps Curl,Strength,Upper Arms,Barbell,Male,Biceps Brachii,Brachialis,,,strength
1630,Cable Close Grip Curl,Strength,Upper Arms,Cable,Male,,,,,strength
1632,Cable Drag Curl,Strength,Upper Arms,Cable,Male,,,,,strength
1633,Cable One Arm Preacher Curl,Strength,Upper Arms,Cable,Male,,,,,strength
1634,Cable Lying Bicep Curl,Strength,Upper Arms,Cable,Male,Biceps Brachii,"Brachialis, Brachioradialis",,,strength
1636,Cable Overhead Curl,Strength,Upper Arms,Cable,Male,Biceps Brachii,"Brachialis, Brachioradialis",,,strength
1639,Cable Rope Hammer Preacher Curl,Strength,Upper Arms,Cable,Male,,,,,strength
1642,Cable Seated One Arm Concentration Curl,Strength,Upper Arms,Cable,Male,,,,,strength
1643,Cable Seated Overhead Curl,Strength,Upper Arms,Cable,Male,,,,,strength
1644,Cable Squatting Curl,Strength,Upper Arms,Cable,Male,Brachialis,"Biceps Brachii, Brachioradialis",,,strength
1648,Dumbbell Alternate Seated Hammer Curl,Strength,Upper Arms,Dumbbell,Male,,,,,strength
1657,Dumbbell Cross Body Hammer Curl (Version 2),Strength,Upper Arms,Dumbbell,Male,,,,,strength
1658,Dumbbell Lunge with Bicep Curl,Strength,Upper Arms,Dumbbell,Male,,,,,strength
1663,Dumbbell One Arm Hammer Preacher Curl,Strength,Upper Arms,Dumbbell,Male,,,,,strength
1664,Dumbbell High Curl,Strength,Upper Arms,Dumbbell,Male,,,,,strength
1672,Dumbbell One Arm Zottman Preacher Curl,Strength,Upper Arms,Dumbbell,Male,Biceps Brachii,"Brachialis, Brachioradialis, Wrist Flexors",,,strength
1673,Dumbbell Preacher Curl over Exercise Ball,Strength,Upper Arms,Dumbbell,Male,Brachialis,"Biceps Brachii, Brachioradialis",,,strength
1674,Dumbbell Prone Incline Hammer Curl,Strength,Upper Arms,Dumbbell,Male,Brachioradialis,"Biceps Brachii, Brachialis",,,strength
1675,Dumbbell Reverse Spider Curl,Strength,Upper Arms,Dumbbell,Male,,,,,strength
1678,Dumbbell Seated Hammer Curl,Strength,Upper Arms,Dumbbell,Male,Brachioradialis,"Biceps Brachii, Brachialis",,,strength
1680,Dumbbell Standing One Arm Curl Over Incline Bench,Strength,Upper Arms,Dumbbell,Male,,,,,strength
1682,EZ Barbell Seated Close Grip Concentration Curl,Strength,Upper Arms,EZ Barbell,Male,,,,,strength
1683,Smith Machine Bicep Curl,Strength,Upper Arms,Smith machine,Male,Biceps Brachii,"Brachialis, Brachioradialis",,,strength
1684,Dumbbell Step Up Single Leg Balance with Bicep Curl,Strength,Upper Arms,Dumbbell,Male,,,,,strength
1688,Lunge with Twist,Strength,Waist,Body weight,Male,"Gluteus Maximus, Obliques, Quadriceps","Adductor Magnus, Soleus",,,strength
1700,Dumbbell Push Press,Strength,Shoulders,Dumbbell,Male,"Adductor Magnus, Deltoid Anterior, Deltoid Lateral, Hamstrings, Pectoralis Major Clavicular Head, Quadriceps, Serratus Anterior, Soleus, Triceps Brachii",,,,strength
1701,Medicine Ball Close Grip Push-Up,Strength,"Chest, Upper Arms",Medicine Ball,Male,,,,,strength
1705,Squat On Bosu Ball,Strength,Thighs,Bosu ball,Male,,,,,strength
1706,Stability Ball Front Plank,Strength,Waist,Stability ball,Male,,,,,strength
1712,Assisted Side Lying Adductors Stretch,Stretching,Hips,Body weight,Male,,,,,mobility
1717,Cable Squat Row (with rope attachment),Strength,Back,Cable,Male,,,,,strength
1719,Barbell Incline Close Grip Bench Press,Strength,Upper Arms,Incline Bench,Male,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",,,strength
1722,Cable High Pulley Overhead Tricep Extension,Strength,Upper Arms,Cable,Male,Triceps Brachii,,,,strength
1723,Cable One Arm Tricep Pushdown,Strength,Upper Arms,Cable,Male,Triceps Brachii,,,,strength
1724,Cable Rope High Pulley Overhead Tricep Extension,Strength,Upper Arms,Cable,Male,Triceps Brachii,,,,strength
1725,Cable Rope Incline Tricep Extension,Strength,Upper Arms,Cable,Male,,,,,strength
1729,Dumbbell Lying Alternate Extension,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,,,,strength
1731,Dumbbell Close Grip Press,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",,,strength
1733,Dumbbell Incline Two Arm Extension,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,,,,strength
1734,Dumbbell Kickbacks on Exercise Ball,Strength,Upper Arms,Dumbbell,Male,,,,,strength
1735,Dumbbell Lying Single Extension,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,,,,strength
1749,EZ Barbell Standing French Press,Strength,Upper Arms,EZ Barbell,Male,,,,,strength
1750,Medicine Ball Supine Chest Throw,Strength,Upper Arms,Medicine Ball,Male,,,,,strength
1752,Smith Incline Triceps Extension,Strength,Upper Arms,Smith machine,Male,,,,,strength
1754,Weighted Three Bench Dip,Strength,Back,Weighted,Male,,,,,strength
1755,Weighted Tricep Dip,Strength,Upper Arms,Weighted,Male,,,,,strength
1756,Barbell Single Leg Deadlift,Strength,Hips,Barbell,Male,Gluteus Maximus,"Adductor Magnus, Erector Spinae, Hamstrings, Quadriceps, Soleus",,,strength
1757,Dumbbell Single Leg Deadlift,Strength,Hips,Dumbbell,Male,,,,,strength
1758,Assisted Sit-Up,Strength,Waist,Assisted,Male,,,,,strength
1759,Single Leg Squat (pistol),Strength,Hips,Body weight,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",,,strength
1760,Dumbbell Goblet Squat,Strength,Thighs,Dumbbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Gluteus Medius, Soleus, Tensor Fasciae Latae",,,strength
1761,Hanging Oblique Knee Raise,Strength,Waist,Body weight,Male,"Iliopsoas, Obliques","Adductor Brevis, Adductor Longus, Adductor Magnus, Gluteus Medius, Gracilis, Quadriceps, Rectus Abdominis, Sartorius, Tensor Fasciae Latae",,,strength
1762,Single Leg Squat with Support (pistol),Strength,Thighs,Body weight,Male,,,,,strength
1763,Shoulder Grip Pull-up,Strength,Back,Pull up Bar,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",,,strength
1764,Hanging Leg Hip Raise,Strength,Waist,Body weight,Male,,,,,strength
1769,Bodyweight Side Lying Biceps Curl,Strength,Upper Arms,Body weight,Male,,,,,strength
1770,Biceps Leg Concentration Curl,Strength,Upper Arms,Body weight,Male,,,,,strength
1771,Bodyweight Kneeling Triceps Extension,Strength,Upper Arms,Body weight,Male,Triceps Brachii,,,,strength
1772,Elbow Lift - Reverse Push-Up,Strength,Back,Body weight,Male,,,,,strength
1774,Side Bridge Hip Abduction,Strength,Hips,Body weight,Male,Obliques,"Adductor Brevis, Adductor Longus, Adductor Magnus, Gluteus Medius, Pectineous, Tensor Fasciae Latae",,,strength
1775,Side Plank Hip Adduction,Strength,Hips,Body weight,Male,,,,,strength
1777,Above Head Chest Stretch,Stretching,Chest,Body weight,Male,,,,,mobility
1780,Bent Arm Chest Stretch,Stretching,Chest,Body weight,Male,,,,,mobility
1781,Coner Wall Chest Stretch,Stretching,Chest,Body weight,Male,,,,,mobility
